Horizontalstrahlung;Oststrahlung;Südstrahlung;Weststrahlung;Nordstrahlung;Außentemperatur;Rel. Feuchte
172;87;91;98;87;22.6;54
199;94;100;138;94;22.1;54.7
156;68;68;182;76;21.6;59.2
131;49;49;453;154;20.6;75.8
17;9;9;11;10;20;82.8
0;0;0;0;0;19.1;82.8
0;0;0;0;0;18.3;82.9
0;0;0;0;0;17.4;82.9
0;0;0;0;0;16.4;84.7
0;0;0;0;0;15.6;91.5
0;0;0;0;0;14.7;91.1
0;0;0;0;0;14.4;95
0;0;0;0;0;14.1;91.7
0;0;0;0;0;14.2;94.5
31;30;15;15;21;14.8;87
53;27;28;28;28;14.8;94.1
28;12;15;15;15;15.3;88.3
41;20;22;22;22;15.5;90
53;27;28;28;28;15.6;86.6
61;32;32;33;33;15.7;86.2
349;174;213;152;152;17.3;82.9
519;186;345;207;186;19.2;69.7
609;184;416;337;184;21;62.8
645;159;428;527;159;22.7;58
596;119;346;727;119;23.9;53.9
477;102;199;825;102;24.6;53.1
260;73;73;639;110;24.6;54.6
123;41;41;488;156;24;54
10;5;5;1;3;23;58.4
0;0;0;0;0;21.9;65.3
0;0;0;0;0;20.7;66.8
0;0;0;0;0;19.6;70.1
0;0;0;0;0;18.5;76
0;0;0;0;0;17.1;81
0;0;0;0;0;15.7;82.7
0;0;0;0;0;15;84.1
0;0;0;0;0;14.4;88.1
0;0;0;0;0;14.3;88.2
27;17;14;14;15;14.7;89.8
89;65;44;44;47;15.4;86.3
189;151;91;88;88;16.5;82.2
262;209;142;118;118;17.6;83.6
344;239;199;150;150;18.8;82.9
417;248;254;168;168;19.6;86.6
387;193;221;177;177;20.6;82.8
401;183;230;189;183;21.1;82.8
424;178;261;232;178;20.9;86.5
317;148;175;185;148;21.8;82.7
274;128;146;176;128;21.8;82.7
215;101;108;156;101;21.5;82.7
139;66;66;115;69;21;82.8
50;26;26;33;27;20.1;82.8
1;1;1;0;0;19.2;73.4
0;0;0;0;0;18.5;80.7
0;0;0;0;0;17.9;85.7
0;0;0;0;0;17.2;93
0;0;0;0;0;16.5;92.1
0;0;0;0;0;16.5;88.9
0;0;0;0;0;16.5;92.5
0;0;0;0;0;16.5;96.9
0;0;0;0;0;16.5;96.9
0;0;0;0;0;16.1;98.2
19;6;10;10;8;17;98.1
59;32;31;31;31;16.4;98.8
29;13;15;16;16;17.7;96.9
214;138;112;103;103;19.2;96.9
289;175;158;136;136;20.8;89.4
217;118;119;109;109;21.5;87.4
273;140;152;133;133;22.2;82.7
409;175;255;185;175;23.5;82.7
470;176;309;263;176;24.7;65.7
472;169;297;342;169;25.7;60.5
286;127;161;215;127;26;60.6
274;112;135;274;112;26.1;64.4
167;71;71;209;79;25.8;66.6
72;34;34;147;62;25.1;67
5;2;2;0;1;23.9;82.8
0;0;0;0;0;23.3;82.7
0;0;0;0;0;22.4;82.7
0;0;0;0;0;21.3;86.5
0;0;0;0;0;20.5;82.8
0;0;0;0;0;19.2;87.6
0;0;0;0;0;17.5;98.2
0;0;0;0;0;17.9;91.4
0;0;0;0;0;17.3;98.1
0;0;0;0;0;17.5;96.1
23;12;12;12;12;17.9;98.1
81;54;41;41;43;18.6;95.8
178;137;87;84;84;19.8;90
266;214;145;119;119;21.1;86.8
322;223;187;143;143;22.2;82.7
367;218;223;159;159;23.2;82.7
396;197;246;170;170;24.1;70.8
404;173;252;184;173;24.8;63.6
400;172;246;220;172;25.4;61.7
379;161;226;248;161;25.8;62
316;133;178;248;133;25.7;74.4
213;100;108;156;100;25.6;75.1
129;62;62;102;64;25;77.8
41;21;21;24;22;24.2;81.5
1;0;0;0;0;23.3;82.7
0;0;0;0;0;21.9;82.7
0;0;0;0;0;20.6;83.5
0;0;0;0;0;19.2;90.2
0;0;0;0;0;17.8;93.2
0;0;0;0;0;17;96.9
0;0;0;0;0;16;96.9
0;0;0;0;0;15.5;96.9
0;0;0;0;0;14.9;96.9
0;0;0;0;0;14.5;100
21;10;11;11;11;15.1;100
173;563;51;51;121;17.5;92.9
333;677;121;87;87;19.9;81.8
484;691;272;114;114;22.4;69.3
623;633;416;130;130;24.7;56
714;485;518;151;151;26.7;52
746;302;555;167;167;28.2;47.8
779;165;588;221;165;29.5;45.7
757;151;561;415;151;30.4;41.9
668;140;466;573;140;30.8;42.4
544;122;335;670;122;30.7;43.2
409;91;186;729;91;30;45.5
244;68;68;601;95;28.7;49.4
95;35;35;394;122;27;55.4
1;1;1;0;0;25.1;61.4
0;0;0;0;0;24;73.5
0;0;0;0;0;22.9;76.1
0;0;0;0;0;21.8;81.8
0;0;0;0;0;20.7;88.4
0;0;0;0;0;20.2;89
0;0;0;0;0;19.6;89.2
0;0;0;0;0;19.2;90.2
0;0;0;0;0;18.8;89.5
0;0;0;0;0;18.5;87.9
17;5;9;9;8;19;91.7
141;282;56;56;85;21.2;86.7
273;458;111;89;89;23.4;81.6
405;488;228;128;128;25.7;74.3
521;471;337;155;155;27.9;60.8
598;392;416;170;170;29.8;53
662;284;475;183;183;31.4;48.8
649;186;468;224;186;32.6;43.6
604;180;426;338;180;33.2;42.2
525;179;337;387;179;33.4;42.2
428;150;251;408;150;33.2;43.3
313;118;157;375;118;32.4;45
178;73;73;278;83;31;49.5
66;31;31;141;57;29.3;56.6
1;0;0;0;0;27.5;61.5
0;0;0;0;0;26.6;70.3
0;0;0;0;0;25.6;74.8
0;0;0;0;0;24.7;77.1
0;0;0;0;0;23.7;79.4
0;0;0;0;0;23.6;83.8
0;0;0;0;0;23.5;85.2
0;0;0;0;0;23.5;85.1
0;0;0;0;0;22.8;88.4
0;0;0;0;0;23.3;86.2
3;0;2;2;1;23.2;86.6
25;9;13;13;13;23.7;84.1
65;32;34;34;34;24.3;81
86;45;45;45;45;24.7;79.2
103;55;54;54;54;25.3;76.2
122;65;65;64;64;25.7;74.7
143;76;77;75;75;26.1;72.9
153;80;83;80;80;26;73.3
154;80;83;82;80;26.6;70.6
149;77;80;81;77;26.8;70
115;60;61;62;60;26.9;69.5
82;43;43;43;43;25.9;73.5
48;25;25;22;25;24.7;79.1
18;10;10;4;9;26.2;72.1
1;0;0;0;0;25.9;73.6
0;0;0;0;0;25.2;76.5
0;0;0;0;0;24.5;80.1
0;0;0;0;0;23.9;82.8
0;0;0;0;0;23.3;86.1
0;0;0;0;0;21.7;89.5
0;0;0;0;0;19.9;98.1
0;0;0;0;0;18.9;98.1
0;0;0;0;0;18;98.1
0;0;0;0;0;17.3;98.1
15;3;8;8;6;17.5;98.1
164;553;49;49;111;19.4;95
333;658;129;89;89;21.5;87.8
556;827;318;110;110;24;76
696;710;467;119;119;26.2;56.3
761;519;565;159;159;27.9;49.6
508;237;349;180;180;28.1;49.7
464;182;299;198;182;28.1;49.3
470;175;317;265;175;28;49.2
408;163;250;276;163;27.7;51.4
353;138;212;322;138;27.2;52.8
268;110;136;276;110;26.4;55.9
148;65;65;182;70;25.3;56.3
56;27;27;90;42;24;60
1;0;0;0;0;22.6;65.2
0;0;0;0;0;21.2;71.3
0;0;0;0;0;19.7;75.6
0;0;0;0;0;18.2;77.8
0;0;0;0;0;16.7;80.5
0;0;0;0;0;16.1;81.9
0;0;0;0;0;15.5;83.2
0;0;0;0;0;15.1;87.2
0;0;0;0;0;14.8;89.5
0;0;0;0;0;14.5;90.3
14;2;7;7;6;14.9;88.8
133;313;53;53;83;16.9;82.7
294;551;126;91;91;19.3;73.4
353;364;202;135;135;20.9;70.2
435;356;276;158;158;22.4;57.8
553;365;392;171;171;24.1;54
619;273;453;183;183;25.6;51.7
730;167;564;220;167;27.1;45.9
716;157;548;404;157;28.3;43.1
599;158;426;504;158;28.8;41.3
576;122;369;732;122;29.1;40.7
379;102;189;637;102;28.7;40.2
200;67;67;432;81;27.5;42.9
79;28;28;383;110;26.1;46.6
1;0;0;0;0;24.5;53.5
0;0;0;0;0;23.3;63.8
0;0;0;0;0;22.2;68.4
0;0;0;0;0;21;73.7
0;0;0;0;0;19.9;76.2
0;0;0;0;0;19.1;78.1
0;0;0;0;0;18.3;77.8
0;0;0;0;0;17.9;80.2
0;0;0;0;0;17.6;82
0;0;0;0;0;17.3;83.8
7;0;4;4;2;17.6;81.1
16;4;9;9;8;17.7;78.1
26;11;14;14;14;17.9;77.2
177;109;94;88;88;19;73.4
480;433;321;153;153;21.4;64.6
686;467;514;154;154;24;52
866;329;681;155;155;26.6;44.2
798;164;628;226;164;28.3;41.9
646;179;470;362;179;29.1;38.1
342;149;208;225;149;28.8;37.9
300;129;173;237;129;28.3;48.6
104;54;54;57;54;27.3;42.7
31;17;17;12;16;26.1;56.5
7;4;4;0;3;25;51.2
0;0;0;0;0;24;51.8
0;0;0;0;0;22.7;56.9
0;0;0;0;0;21.4;60.7
0;0;0;0;0;20;65.7
0;0;0;0;0;18.7;70.8
0;0;0;0;0;17.2;81
0;0;0;0;0;15.6;85.9
0;0;0;0;0;14.7;84.8
0;0;0;0;0;13.8;86.9
0;0;0;0;0;13.5;86.4
15;4;8;8;7;13.5;87.2
158;517;48;48;100;15.5;80.2
316;690;129;77;77;17.7;75.4
439;613;267;114;114;19.7;71.9
575;578;404;133;133;21.6;56.6
689;476;529;149;149;23.4;47.9
734;294;582;155;155;24.9;42
726;167;570;221;167;25.9;40.2
710;156;553;405;156;26.7;36.6
647;137;479;573;137;27;37.6
528;116;349;679;116;27;39.7
382;87;193;714;87;26.3;41.4
212;60;60;564;76;25.1;43.5
72;29;29;329;96;23.5;48.1
0;0;0;0;0;21.8;53.5
0;0;0;0;0;20;64.1
0;0;0;0;0;18.2;70.4
0;0;0;0;0;16.4;73.6
0;0;0;0;0;14.6;80.2
0;0;0;0;0;13.6;81.5
0;0;0;0;0;12.9;82.1
0;0;0;0;0;12.5;85.5
0;0;0;0;0;12;86.3
0;0;0;0;0;11.7;86.1
14;2;7;7;6;12;90.5
158;574;46;46;101;13.5;85.4
305;610;133;86;86;15;77.1
363;402;212;126;126;16.3;71.1
609;622;438;142;142;18.4;58.9
698;482;538;157;157;20.1;53.6
887;338;709;161;161;22;48.5
748;172;590;229;172;23;43.6
466;170;322;265;170;23;44.5
307;142;174;182;142;22.2;44.4
290;121;169;237;121;21.5;48.4
64;34;34;32;34;20.1;52.3
18;10;10;6;10;18.7;60.2
6;3;3;0;3;17.5;65.9
0;0;0;0;0;16.4;68.3
0;0;0;0;0;15.4;74.5
0;0;0;0;0;14.4;77.5
0;0;0;0;0;13.6;79.9
0;0;0;0;0;12.8;79.6
0;0;0;0;0;12.2;86.3
0;0;0;0;0;11.4;94
0;0;0;0;0;10.9;95.1
0;0;0;0;0;10.6;88.8
0;0;0;0;0;10.4;92.8
3;0;2;2;1;10.4;93.1
47;24;25;25;25;10.9;84.5
118;72;61;60;60;11.7;83.2
164;98;87;83;83;12.3;83.2
344;251;210;143;143;13.5;66.5
382;229;241;165;165;14.5;66.3
366;183;214;169;169;15.3;61.9
305;146;175;150;146;15.6;62.9
438;172;285;242;172;16.3;64.9
349;144;217;236;144;16.6;61.7
593;132;399;763;132;17.5;57.5
446;76;219;884;76;17.8;60.1
279;62;62;865;82;17.7;62.2
83;27;27;520;134;16.8;68.3
1;0;0;0;0;15.7;70.8
0;0;0;0;0;14.9;77
0;0;0;0;0;14.2;80.4
0;0;0;0;0;13.4;82.6
0;0;0;0;0;13.1;86.1
0;0;0;0;0;12.8;86.4
0;0;0;0;0;12.6;88.5
0;0;0;0;0;12.5;90
0;0;0;0;0;12.4;93.5
0;0;0;0;0;12.3;95.7
4;0;2;2;1;12.4;96.8
128;388;47;47;79;13.7;91.8
243;348;118;93;93;15.6;84.6
320;332;191;124;124;17.1;80.6
238;143;132;113;113;17.4;82.9
409;247;263;165;165;18.7;67.7
576;256;436;174;174;20.3;60.5
887;171;723;247;171;22.6;53.2
588;180;437;339;180;23.5;49.1
299;139;170;178;139;23.1;50
258;121;142;171;121;22.6;52.2
203;92;109;187;92;21.9;54.6
84;43;43;53;43;20.9;60.1
6;3;3;0;2;19.7;77.7
0;0;0;0;0;18.7;82.9
0;0;0;0;0;17.6;82.9
0;0;0;0;0;16.5;83
0;0;0;0;0;15.4;84.4
0;0;0;0;0;14.3;88.6
0;0;0;0;0;13.4;94
0;0;0;0;0;12.3;93.8
0;0;0;0;0;11.7;93.6
0;0;0;0;0;11.1;92.9
0;0;0;0;0;10.6;94.3
11;0;6;6;4;10.7;89.1
139;456;47;47;84;12;84.4
281;567;133;83;83;13.4;79.8
424;600;273;113;113;14.9;76.4
572;597;429;131;131;16.8;64.8
675;470;537;152;152;18.4;61.7
727;291;599;152;152;19.8;57.2
722;156;596;217;156;20.7;55.8
688;148;559;401;148;21.3;56.1
612;141;464;542;141;21.5;53.6
509;111;354;675;111;21.4;54.5
338;95;187;595;95;20.6;59
187;58;58;504;66;19.4;64.7
60;23;23;344;91;17.9;69.5
0;0;0;0;0;16.3;79.3
0;0;0;0;0;15.4;89.9
0;0;0;0;0;14.5;91.7
0;0;0;0;0;13.7;97.9
0;0;0;0;0;13.2;100
0;0;0;0;0;13.1;96.9
0;0;0;0;0;13.3;96.9
0;0;0;0;0;13.2;96.9
0;0;0;0;0;13.3;96.9
0;0;0;0;0;11.4;98.8
2;0;1;1;1;13.2;98.2
22;7;12;12;12;12.8;98.2
43;20;23;23;23;13.7;98.2
68;35;36;36;36;12.8;98.8
85;45;45;45;45;14.3;98
105;56;56;55;55;14.7;93.1
115;61;62;61;61;15.4;87.3
105;56;56;56;56;15.5;89.4
102;54;54;54;54;15.8;88.1
90;48;48;48;48;15.9;86.8
69;37;36;35;37;15.8;88.2
53;28;28;25;28;15.8;89.1
31;16;16;12;16;15.6;87.5
10;5;5;0;4;15.3;86.4
0;0;0;0;0;15.1;87.1
0;0;0;0;0;14.8;88
0;0;0;0;0;14.4;95.1
0;0;0;0;0;13.3;96.7
0;0;0;0;0;13.6;94
0;0;0;0;0;14;92.6
0;0;0;0;0;13.7;94.2
0;0;0;0;0;13.5;93.5
0;0;0;0;0;13.6;92.4
0;0;0;0;0;13.5;92.4
5;0;3;3;2;13.6;93.2
99;194;43;43;56;14.9;86.7
238;350;120;90;90;17;82.9
382;491;244;117;117;19.3;82.8
476;439;339;150;150;21.3;82.7
543;348;388;179;179;23;63.2
524;242;381;181;181;24.1;48.3
527;183;384;211;183;25;43.2
468;171;334;270;171;25.4;39.2
484;165;335;373;165;25.7;38.8
408;131;274;456;131;25.8;39.2
292;96;165;454;96;25.4;41.1
192;58;58;541;63;24.5;44.9
67;28;28;344;93;23.2;50.7
0;0;0;0;0;21.9;61.6
0;0;0;0;0;20.7;65.4
0;0;0;0;0;19.6;70.8
0;0;0;0;0;18.4;75.7
0;0;0;0;0;17.3;81.3
0;0;0;0;0;16.3;83.5
0;0;0;0;0;15.4;87.8
0;0;0;0;0;14.8;88.3
0;0;0;0;0;14.3;88.1
0;0;0;0;0;14;88.5
2;0;1;1;1;14;86.1
51;29;26;26;27;14.6;80.4
133;93;69;65;65;15.6;75.9
253;210;147;114;114;16.9;82.9
336;244;210;142;142;18;86.6
390;235;254;161;161;19.3;82.8
377;188;245;164;164;20;66.1
433;174;290;190;174;20.8;54.3
423;170;280;237;170;21.3;55.1
366;152;233;251;152;21.5;55.4
300;124;181;252;124;21.5;54.7
191;89;100;148;89;21;69
110;52;52;99;53;20.4;57.8
30;15;15;21;16;19.6;58.7
0;0;0;0;0;18.7;65.2
0;0;0;0;0;17.5;67.7
0;0;0;0;0;16.2;72.4
0;0;0;0;0;15;75.7
0;0;0;0;0;13.1;90.6
0;0;0;0;0;13.2;89.6
0;0;0;0;0;12.4;90.1
0;0;0;0;0;12;92.7
0;0;0;0;0;11.6;92.6
0;0;0;0;0;11.4;94.9
4;0;2;2;1;11.4;98.2
72;60;36;36;38;12.2;90.1
180;198;94;79;79;13.3;84.5
319;333;199;125;125;14.6;83.1
448;384;308;153;153;16.4;65.5
537;359;410;171;171;18;62.1
740;299;620;166;166;20;53
696;161;585;222;161;21.3;50.7
683;162;562;405;162;22.3;47.5
442;158;309;341;158;22.3;47.7
412;134;281;463;134;22.3;44.5
196;88;108;187;88;21.3;48.5
86;43;43;58;43;20.1;52.9
14;8;8;1;6;18.7;57.7
0;0;0;0;0;17.5;65.6
0;0;0;0;0;16.4;65
0;0;0;0;0;15.2;68.1
0;0;0;0;0;14.1;70.6
0;0;0;0;0;13.3;75.6
0;0;0;0;0;12.6;78.3
0;0;0;0;0;11.8;78.7
0;0;0;0;0;11.4;78.4
0;0;0;0;0;11;81.8
0;0;0;0;0;10.7;84.7
7;0;4;4;2;10.8;84.1
123;448;41;41;67;12.1;75.7
283;649;150;75;75;13.7;74.3
430;637;297;107;107;15.9;72.8
571;612;456;123;123;18;58.8
684;482;577;142;142;20;52.8
706;287;606;157;157;21.5;45.5
723;149;629;217;149;22.7;42.8
678;151;575;407;151;23.4;40.9
577;138;460;525;138;23.7;40.9
453;125;328;574;125;23.5;40.2
316;91;189;577;91;22.7;42.1
175;56;56;505;56;21.4;46.7
23;12;12;12;12;19.7;53.5
0;0;0;0;0;18.7;61.6
0;0;0;0;0;17.6;65.9
0;0;0;0;0;16.6;71.8
0;0;0;0;0;15.6;78.5
0;0;0;0;0;14.5;86
0;0;0;0;0;14;85.4
0;0;0;0;0;13.5;87.3
0;0;0;0;0;13.6;85
0;0;0;0;0;13.4;85.4
0;0;0;0;0;13.3;85.6
6;0;3;3;2;13.4;88.2
134;557;40;40;71;15;79.2
320;784;167;70;70;17.4;69.9
455;695;325;112;112;19.6;62
453;418;334;149;149;20.9;52.6
657;457;546;155;155;22.8;47.4
643;276;540;170;170;24.1;43.3
743;165;637;233;165;25.5;41.4
588;179;462;349;179;26;39
357;147;232;248;147;25.6;38.9
255;118;143;173;118;24.7;38.7
173;82;92;129;82;23.7;41.2
60;31;31;33;31;22.4;46
4;2;2;0;2;21.1;48
0;0;0;0;0;19.9;55.6
0;0;0;0;0;18.6;60.6
0;0;0;0;0;17.3;65
0;0;0;0;0;16;68.4
0;0;0;0;0;14.8;74.4
0;0;0;0;0;13.5;80.7
0;0;0;0;0;12.6;81.5
0;0;0;0;0;11.9;85.1
0;0;0;0;0;11.3;89.7
0;0;0;0;0;10.9;91.8
2;0;1;1;1;10.8;90.1
87;166;40;40;47;11.5;85.3
204;287;112;84;84;12.4;80.9
337;388;219;118;118;13.5;76.8
188;109;104;93;93;13.5;79.2
130;69;70;68;68;13.2;83.1
418;200;285;167;167;13.6;83.1
518;178;391;209;178;14.5;75.5
397;163;266;225;163;14.7;83
402;152;284;309;152;15;72.5
475;126;352;618;126;15.4;70.8
196;85;109;203;85;14.6;86.8
158;56;58;398;56;14.4;72.6
26;13;13;17;14;13.5;69.6
0;0;0;0;0;13.2;72.8
0;0;0;0;0;12.6;75.2
0;0;0;0;0;12.1;76.9
0;0;0;0;0;11.5;77.2
0;0;0;0;0;11;78.3
0;0;0;0;0;11.1;78.4
0;0;0;0;0;11.2;79.7
0;0;0;0;0;11.2;83.8
0;0;0;0;0;11.2;85.3
0;0;0;0;0;11.2;87.9
5;0;3;3;2;11.4;91.4
131;560;39;39;65;13.1;84.7
297;742;164;64;64;15.3;78.3
459;747;339;90;90;18;72.6
597;653;493;113;113;20.5;54.7
697;490;606;130;130;22.8;49.7
756;286;672;138;138;24.7;43.8
761;140;678;219;140;26.2;40
709;134;626;429;134;27.1;36.8
619;120;524;598;120;27.5;37.8
485;102;376;693;102;27.3;37
331;84;211;682;84;26.5;40.6
170;51;55;538;51;25;47
15;8;8;3;7;23.1;54
0;0;0;0;0;22.5;66.1
0;0;0;0;0;21.9;69.9
0;0;0;0;0;21.3;69.5
0;0;0;0;0;20.7;74.2
0;0;0;0;0;20.1;79.5
0;0;0;0;0;19.6;80.2
0;0;0;0;0;19.3;83.6
0;0;0;0;0;19.1;89.4
0;0;0;0;0;18.9;91.5
0;0;0;0;0;18.9;91.8
4;0;2;2;1;19;95.8
90;190;40;40;47;20.2;90.6
230;434;132;77;77;22;87.2
376;495;263;117;117;23.9;79.2
402;342;286;146;146;25.2;69.8
345;208;229;145;145;25.9;66.7
685;283;599;164;164;27.7;58.7
833;164;748;250;164;29.6;51.7
609;174;494;365;174;30.3;47.9
323;134;211;225;134;30;47.4
115;60;61;63;60;28.9;49.6
26;14;14;11;14;27.6;49
76;38;39;51;38;26.6;53.9
16;9;9;4;8;25.7;57.5
0;0;0;0;0;24.8;64.4
0;0;0;0;0;23.9;70
0;0;0;0;0;23.1;74.2
0;0;0;0;0;22.2;76.6
0;0;0;0;0;21.3;83.7
0;0;0;0;0;20.2;89.4
0;0;0;0;0;19.1;93
0;0;0;0;0;18.5;96.9
0;0;0;0;0;17.8;97.3
0;0;0;0;0;17.4;98.1
1;0;1;1;0;17.3;98.1
48;29;25;25;25;17.9;96.9
132;97;70;64;64;18.7;96.8
234;169;132;108;108;19.9;87.9
317;228;203;139;139;21;82.8
354;213;234;154;154;21.8;82.7
381;188;257;163;163;22.6;70.9
404;172;275;187;172;22.5;85.8
367;160;244;210;160;23.3;86.1
335;146;218;230;146;23.7;82.6
287;122;180;244;122;23.7;68.8
186;83;106;186;83;23.3;67.4
103;47;48;146;47;22.7;71.9
9;5;5;0;4;21.8;74.1
0;0;0;0;0;21;80.7
0;0;0;0;0;20.2;82.7
0;0;0;0;0;19.4;87.8
0;0;0;0;0;18.6;90.8
0;0;0;0;0;17.8;91.9
0;0;0;0;0;17.5;98.5
0;0;0;0;0;17.2;99.2
0;0;0;0;0;17;99.6
0;0;0;0;0;16.8;99.7
0;0;0;0;0;16.7;100
4;0;2;2;1;16.8;100
116;465;38;38;53;18.7;93.1
267;652;165;70;70;20.9;83.2
434;709;339;93;93;23.5;74.4
574;636;495;112;112;25.9;58.9
672;479;607;131;131;28;50.3
728;281;672;140;140;29.8;47.2
734;142;679;222;142;31.2;43.1
694;133;633;429;133;32.1;39.2
609;117;534;602;117;32.6;38.5
468;102;379;683;102;32.5;36.9
307;80;208;655;80;31.7;38.7
150;45;54;510;45;30.3;41
12;6;6;1;5;28.5;40.7
0;0;0;0;0;27;48.5
0;0;0;0;0;25.5;53.6
0;0;0;0;0;24;56.2
0;0;0;0;0;22.6;60.9
0;0;0;0;0;21.2;65.5
0;0;0;0;0;19.8;79.5
0;0;0;0;0;18.4;86
0;0;0;0;0;17;91
0;0;0;0;0;16.2;91.9
0;0;0;0;0;15.6;92.3
3;0;2;2;1;15.6;90.3
103;405;36;36;47;17.3;83.8
224;436;136;74;74;19.2;77.5
382;524;279;113;113;21.5;63.4
425;374;315;145;145;23.1;55.7
543;368;445;167;167;24.9;50.9
678;284;604;170;170;26.8;48.5
302;129;204;140;129;26.5;49.7
544;174;445;334;174;27.2;48.6
450;154;337;365;154;27.5;47.5
331;129;227;334;129;27.2;45.5
189;83;110;201;83;26.2;46.1
97;45;47;135;45;25;48.8
16;8;8;5;8;23.6;50.8
0;0;0;0;0;21.8;60.2
0;0;0;0;0;20.1;64.2
0;0;0;0;0;18.3;69.1
0;0;0;0;0;16.6;77.8
0;0;0;0;0;14.8;82.9
0;0;0;0;0;13.6;83.3
0;0;0;0;0;12.8;87.2
0;0;0;0;0;12.3;88.3
0;0;0;0;0;11.8;88.6
0;0;0;0;0;11.4;89.1
1;0;1;1;0;11.4;85.9
94;342;37;37;45;12.7;82.7
193;294;115;76;76;13.8;76.4
185;122;103;89;89;14.6;72.8
312;229;205;134;134;15.9;70.9
454;293;344;166;166;17.6;65.2
514;235;403;177;177;19.1;62.3
649;161;589;226;161;20.8;57.1
647;148;585;405;148;22.2;53
537;142;460;508;142;22.8;52.7
349;122;247;381;122;22.7;53.7
142;68;77;104;68;21.6;56
49;26;26;26;26;20.2;60
3;1;1;0;1;18.8;60.9
0;0;0;0;0;17.4;71.7
0;0;0;0;0;16.1;75.2
0;0;0;0;0;14.7;77.5
0;0;0;0;0;13.6;79.3
0;0;0;0;0;12.5;84.2
0;0;0;0;0;11.6;87
0;0;0;0;0;10.6;90.1
0;0;0;0;0;10.1;91.2
0;0;0;0;0;9.6;92.6
0;0;0;0;0;9.2;94.1
1;0;1;1;0;9.2;93.1
63;82;31;31;32;10;91.7
145;121;78;69;69;10.9;90
230;169;132;105;105;12;80.1
341;261;231;138;138;13.2;71.5
350;211;235;153;153;13.9;69.7
403;195;283;166;166;14.9;65.5
439;174;314;195;174;15.8;63.1
357;156;242;206;156;16.2;64.7
261;124;152;156;124;16.1;69.7
242;112;140;170;112;15.9;70.1
189;82;111;209;82;15.5;68.8
99;45;49;183;45;14.4;84.3
6;3;3;0;3;13.5;88.8
0;0;0;0;0;12.9;88.9
0;0;0;0;0;12.1;89
0;0;0;0;0;11.2;89.1
0;0;0;0;0;10.4;91.8
0;0;0;0;0;9.5;91.9
0;0;0;0;0;9.1;96.4
0;0;0;0;0;8.6;94.7
0;0;0;0;0;8.4;94.2
0;0;0;0;0;8.2;93.8
0;0;0;0;0;8;92.6
1;0;1;1;0;8;92
79;178;36;36;37;9.2;91.9
197;292;120;81;81;10.8;89.1
305;336;211;119;119;12.4;71.9
400;343;298;147;147;13.8;63.6
487;316;378;172;172;15.6;52.8
525;241;415;184;184;17.2;48.3
526;184;416;220;184;18.3;45.6
499;175;390;301;175;19.1;43.8
440;151;337;363;151;19.5;43
325;126;230;337;126;19.3;43.3
190;79;113;222;79;18.5;45.3
72;36;36;60;36;17.1;48.5
2;1;1;0;1;15.6;53
0;0;0;0;0;14.3;60.6
0;0;0;0;0;13.4;64.5
0;0;0;0;0;12.4;69.2
0;0;0;0;0;11.3;71.7
0;0;0;0;0;10.3;74.1
0;0;0;0;0;9.4;75.2
0;0;0;0;0;8.4;77.7
0;0;0;0;0;7.9;82.2
0;0;0;0;0;7.4;86.9
0;0;0;0;0;7;89.2
2;0;1;1;1;7;89.5
104;478;36;36;39;8.4;86.2
218;438;143;73;73;10;81.4
288;312;200;115;115;11.3;75.6
374;316;278;144;144;12.5;73
433;281;335;160;160;13.6;64.2
646;269;600;162;162;15.4;56.4
611;166;560;228;166;16.8;52.3
578;161;503;361;161;17.8;51.2
573;136;524;575;136;18.5;50.2
367;120;285;453;120;18.3;49
270;82;195;551;82;17.7;50.8
81;37;40;120;37;16.2;55.3
2;1;1;0;1;14.6;65
0;0;0;0;0;13.4;73.1
0;0;0;0;0;12.3;77.1
0;0;0;0;0;11.2;78.6
0;0;0;0;0;10;82.2
0;0;0;0;0;8.9;86.4
0;0;0;0;0;8.1;87.9
0;0;0;0;0;7.1;92.3
0;0;0;0;0;6.7;90.8
0;0;0;0;0;6.2;89.9
0;0;0;0;0;5.8;92
1;0;0;0;0;5.8;91.2
38;20;20;20;20;6.2;91.1
94;57;50;48;48;6.7;89.9
152;92;83;76;76;7.3;86.3
206;121;117;101;101;7.9;83.8
237;130;137;116;116;8.4;82.2
267;136;157;129;129;8.9;82.2
273;132;161;136;132;9.1;89.3
256;124;150;139;124;9.4;81.3
213;105;121;124;105;9.5;83.6
159;80;87;95;80;9.3;89.3
102;52;54;61;52;9;85.7
43;22;22;21;22;8.5;87.2
2;1;1;0;1;8;88.9
0;0;0;0;0;7.5;91.6
0;0;0;0;0;6.9;95.9
0;0;0;0;0;7.1;94.6
0;0;0;0;0;6.8;98.1
0;0;0;0;0;6.5;99.1
0;0;0;0;0;6.6;99
0;0;0;0;0;6.6;96.6
0;0;0;0;0;6.5;98.4
0;0;0;0;0;6.7;99
0;0;0;0;0;6.7;99
1;0;0;0;0;6.7;99
43;26;22;22;22;7.4;99
89;53;47;46;46;8.1;98.3
131;76;71;67;67;8.9;98.3
188;108;105;94;94;8.9;99
242;133;140;118;118;10.3;97.2
259;132;152;126;126;11.3;92.8
265;128;156;133;128;11.8;89.7
229;113;132;124;113;12.1;90.5
198;98;112;113;98;12.2;84.2
